commodity,state,time,country,total_import_values
327 Nonmetallic Mineral Products,Texas,2014,World Total,"2,754,846,877"
327 Nonmetallic Mineral Products,Texas,2015,World Total,"2,731,209,224"
327 Nonmetallic Mineral Products,Texas,2016,World Total,"2,666,680,510"
327 Nonmetallic Mineral Products,Texas,2017,World Total,"2,838,911,205"
327 Nonmetallic Mineral Products,Texas,2018,World Total,"2,934,008,678"
327 Nonmetallic Mineral Products,US Virgin Islands,2014,World Total,"1,313,578"
327 Nonmetallic Mineral Products,US Virgin Islands,2015,World Total,"1,144,955"
327 Nonmetallic Mineral Products,US Virgin Islands,2016,World Total,"734,613"
327 Nonmetallic Mineral Products,US Virgin Islands,2017,World Total,"268,040"
327 Nonmetallic Mineral Products,US Virgin Islands,2018,World Total,"488,810"
327 Nonmetallic Mineral Products,Utah,2014,World Total,"97,771,751"
327 Nonmetallic Mineral Products,Utah,2015,World Total,"103,300,523"
327 Nonmetallic Mineral Products,Utah,2016,World Total,"113,777,476"
327 Nonmetallic Mineral Products,Utah,2017,World Total,"119,962,848"
327 Nonmetallic Mineral Products,Utah,2018,World Total,"88,236,436"
327 Nonmetallic Mineral Products,Vermont,2014,World Total,"42,230,262"
327 Nonmetallic Mineral Products,Vermont,2015,World Total,"41,141,842"
327 Nonmetallic Mineral Products,Vermont,2016,World Total,"41,424,712"
327 Nonmetallic Mineral Products,Vermont,2017,World Total,"44,532,024"
327 Nonmetallic Mineral Products,Vermont,2018,World Total,"49,907,436"
327 Nonmetallic Mineral Products,Virginia,2014,World Total,"446,645,443"
327 Nonmetallic Mineral Products,Virginia,2015,World Total,"469,877,596"
327 Nonmetallic Mineral Products,Virginia,2016,World Total,"477,456,434"
327 Nonmetallic Mineral Products,Virginia,2017,World Total,"511,821,137"
327 Nonmetallic Mineral Products,Virginia,2018,World Total,"563,964,174"
327 Nonmetallic Mineral Products,Washington,2014,World Total,"514,606,743"
327 Nonmetallic Mineral Products,Washington,2015,World Total,"569,684,576"
327 Nonmetallic Mineral Products,Washington,2016,World Total,"590,368,732"
327 Nonmetallic Mineral Products,Washington,2017,World Total,"644,470,323"
327 Nonmetallic Mineral Products,Washington,2018,World Total,"735,753,966"
327 Nonmetallic Mineral Products,West Virginia,2014,World Total,"48,593,597"
327 Nonmetallic Mineral Products,West Virginia,2015,World Total,"51,952,814"
327 Nonmetallic Mineral Products,West Virginia,2016,World Total,"61,691,235"
327 Nonmetallic Mineral Products,West Virginia,2017,World Total,"65,278,543"
327 Nonmetallic Mineral Products,West Virginia,2018,World Total,"63,536,274"
327 Nonmetallic Mineral Products,Wisconsin,2014,World Total,"326,296,149"
327 Nonmetallic Mineral Products,Wisconsin,2015,World Total,"321,458,624"
327 Nonmetallic Mineral Products,Wisconsin,2016,World Total,"321,110,939"
327 Nonmetallic Mineral Products,Wisconsin,2017,World Total,"340,319,716"
327 Nonmetallic Mineral Products,Wisconsin,2018,World Total,"326,122,458"
327 Nonmetallic Mineral Products,Wyoming,2014,World Total,"6,381,043"
327 Nonmetallic Mineral Products,Wyoming,2015,World Total,"6,839,022"
327 Nonmetallic Mineral Products,Wyoming,2016,World Total,"5,019,331"
327 Nonmetallic Mineral Products,Wyoming,2017,World Total,"5,434,032"
327 Nonmetallic Mineral Products,Wyoming,2018,World Total,"5,494,861"
327 Nonmetallic Mineral Products,Unknown,2014,World Total,"1,079,838"
327 Nonmetallic Mineral Products,Unknown,2015,World Total,"926,155"
327 Nonmetallic Mineral Products,Unknown,2016,World Total,"863,004"
327 Nonmetallic Mineral Products,Unknown,2017,World Total,"1,981,022"
327 Nonmetallic Mineral Products,Unknown,2018,World Total,"1,681,209"
331 Primary Metal Mfg,Alabama,2014,World Total,"1,849,443,133"
331 Primary Metal Mfg,Alabama,2015,World Total,"1,276,739,153"
331 Primary Metal Mfg,Alabama,2016,World Total,"1,284,646,555"
331 Primary Metal Mfg,Alabama,2017,World Total,"1,721,504,531"
331 Primary Metal Mfg,Alabama,2018,World Total,"1,899,116,441"
331 Primary Metal Mfg,Alaska,2014,World Total,"55,442,847"
331 Primary Metal Mfg,Alaska,2015,World Total,"41,629,277"
331 Primary Metal Mfg,Alaska,2016,World Total,"30,463,475"
331 Primary Metal Mfg,Alaska,2017,World Total,"30,903,639"
331 Primary Metal Mfg,Alaska,2018,World Total,"26,339,200"
331 Primary Metal Mfg,Arizona,2014,World Total,"575,788,591"
331 Primary Metal Mfg,Arizona,2015,World Total,"526,946,803"
331 Primary Metal Mfg,Arizona,2016,World Total,"457,002,144"
331 Primary Metal Mfg,Arizona,2017,World Total,"467,471,300"
331 Primary Metal Mfg,Arizona,2018,World Total,"472,585,989"
331 Primary Metal Mfg,Arkansas,2014,World Total,"443,155,925"
331 Primary Metal Mfg,Arkansas,2015,World Total,"421,102,692"
331 Primary Metal Mfg,Arkansas,2016,World Total,"330,499,367"
331 Primary Metal Mfg,Arkansas,2017,World Total,"630,120,215"
331 Primary Metal Mfg,Arkansas,2018,World Total,"421,006,455"
331 Primary Metal Mfg,California,2014,World Total,"6,259,400,794"
331 Primary Metal Mfg,California,2015,World Total,"5,331,893,318"
331 Primary Metal Mfg,California,2016,World Total,"4,500,409,000"
331 Primary Metal Mfg,California,2017,World Total,"5,384,744,986"
331 Primary Metal Mfg,California,2018,World Total,"6,394,908,662"
331 Primary Metal Mfg,Colorado,2014,World Total,"332,742,528"
331 Primary Metal Mfg,Colorado,2015,World Total,"250,375,216"
331 Primary Metal Mfg,Colorado,2016,World Total,"149,201,168"
331 Primary Metal Mfg,Colorado,2017,World Total,"149,000,547"
331 Primary Metal Mfg,Colorado,2018,World Total,"181,322,764"
331 Primary Metal Mfg,Connecticut,2014,World Total,"3,604,885,901"
331 Primary Metal Mfg,Connecticut,2015,World Total,"3,211,502,587"
331 Primary Metal Mfg,Connecticut,2016,World Total,"2,962,866,986"
331 Primary Metal Mfg,Connecticut,2017,World Total,"3,717,921,824"
331 Primary Metal Mfg,Connecticut,2018,World Total,"3,225,512,745"
331 Primary Metal Mfg,Delaware,2014,World Total,"341,738,009"
331 Primary Metal Mfg,Delaware,2015,World Total,"225,760,441"
331 Primary Metal Mfg,Delaware,2016,World Total,"118,474,558"
331 Primary Metal Mfg,Delaware,2017,World Total,"194,834,761"
331 Primary Metal Mfg,Delaware,2018,World Total,"211,390,140"
331 Primary Metal Mfg,Dist of Columbia,2014,World Total,"646,572"
331 Primary Metal Mfg,Dist of Columbia,2015,World Total,"1,283,191"
331 Primary Metal Mfg,Dist of Columbia,2016,World Total,"176,851"
331 Primary Metal Mfg,Dist of Columbia,2017,World Total,"448,337"
331 Primary Metal Mfg,Dist of Columbia,2018,World Total,"627,016"
331 Primary Metal Mfg,Florida,2014,World Total,"7,183,122,842"
331 Primary Metal Mfg,Florida,2015,World Total,"5,816,589,558"
331 Primary Metal Mfg,Florida,2016,World Total,"5,755,696,689"
331 Primary Metal Mfg,Florida,2017,World Total,"5,378,834,764"
331 Primary Metal Mfg,Florida,2018,World Total,"5,400,034,249"
331 Primary Metal Mfg,Georgia,2014,World Total,"1,781,862,464"
331 Primary Metal Mfg,Georgia,2015,World Total,"2,167,756,983"
331 Primary Metal Mfg,Georgia,2016,World Total,"2,263,118,579"
331 Primary Metal Mfg,Georgia,2017,World Total,"2,695,397,212"
331 Primary Metal Mfg,Georgia,2018,World Total,"2,752,349,073"
331 Primary Metal Mfg,Hawaii,2014,World Total,"5,300,997"
331 Primary Metal Mfg,Hawaii,2015,World Total,"9,385,521"
331 Primary Metal Mfg,Hawaii,2016,World Total,"6,797,314"
331 Primary Metal Mfg,Hawaii,2017,World Total,"3,958,970"
331 Primary Metal Mfg,Hawaii,2018,World Total,"4,868,972"
331 Primary Metal Mfg,Idaho,2014,World Total,"62,170,796"
331 Primary Metal Mfg,Idaho,2015,World Total,"75,577,731"
331 Primary Metal Mfg,Idaho,2016,World Total,"59,762,211"
331 Primary Metal Mfg,Idaho,2017,World Total,"48,349,352"
331 Primary Metal Mfg,Idaho,2018,World Total,"96,041,001"
331 Primary Metal Mfg,Illinois,2014,World Total,"5,913,384,386"
331 Primary Metal Mfg,Illinois,2015,World Total,"4,980,830,227"
331 Primary Metal Mfg,Illinois,2016,World Total,"4,025,828,992"
331 Primary Metal Mfg,Illinois,2017,World Total,"5,073,237,042"
331 Primary Metal Mfg,Illinois,2018,World Total,"5,439,726,180"
331 Primary Metal Mfg,Indiana,2014,World Total,"2,895,026,655"
331 Primary Metal Mfg,Indiana,2015,World Total,"2,548,165,131"
331 Primary Metal Mfg,Indiana,2016,World Total,"2,013,623,847"
331 Primary Metal Mfg,Indiana,2017,World Total,"2,788,506,539"
331 Primary Metal Mfg,Indiana,2018,World Total,"2,594,676,995"
331 Primary Metal Mfg,Iowa,2014,World Total,"423,545,040"
331 Primary Metal Mfg,Iowa,2015,World Total,"293,676,779"
331 Primary Metal Mfg,Iowa,2016,World Total,"440,334,999"
331 Primary Metal Mfg,Iowa,2017,World Total,"553,205,664"
331 Primary Metal Mfg,Iowa,2018,World Total,"556,764,328"
331 Primary Metal Mfg,Kansas,2014,World Total,"86,126,873"
331 Primary Metal Mfg,Kansas,2015,World Total,"100,758,058"
331 Primary Metal Mfg,Kansas,2016,World Total,"82,933,525"
331 Primary Metal Mfg,Kansas,2017,World Total,"62,190,320"
331 Primary Metal Mfg,Kansas,2018,World Total,"77,286,585"
331 Primary Metal Mfg,Kentucky,2014,World Total,"1,463,611,301"
331 Primary Metal Mfg,Kentucky,2015,World Total,"1,332,035,382"
331 Primary Metal Mfg,Kentucky,2016,World Total,"1,376,192,161"
331 Primary Metal Mfg,Kentucky,2017,World Total,"1,474,861,610"
331 Primary Metal Mfg,Kentucky,2018,World Total,"1,546,303,798"
331 Primary Metal Mfg,Louisiana,2014,World Total,"1,882,546,889"
331 Primary Metal Mfg,Louisiana,2015,World Total,"1,624,013,363"
331 Primary Metal Mfg,Louisiana,2016,World Total,"2,865,247,287"
331 Primary Metal Mfg,Louisiana,2017,World Total,"4,607,009,015"
331 Primary Metal Mfg,Louisiana,2018,World Total,"3,418,814,015"
331 Primary Metal Mfg,Maine,2014,World Total,"43,001,813"
331 Primary Metal Mfg,Maine,2015,World Total,"46,701,125"
331 Primary Metal Mfg,Maine,2016,World Total,"31,717,112"
331 Primary Metal Mfg,Maine,2017,World Total,"40,383,149"
331 Primary Metal Mfg,Maine,2018,World Total,"40,375,763"
331 Primary Metal Mfg,Maryland,2014,World Total,"4,314,792,764"
331 Primary Metal Mfg,Maryland,2015,World Total,"3,718,327,060"
331 Primary Metal Mfg,Maryland,2016,World Total,"3,147,690,701"
331 Primary Metal Mfg,Maryland,2017,World Total,"4,481,452,856"
331 Primary Metal Mfg,Maryland,2018,World Total,"5,144,178,141"
331 Primary Metal Mfg,Massachusetts,2014,World Total,"2,627,641,452"
331 Primary Metal Mfg,Massachusetts,2015,World Total,"2,217,438,163"
331 Primary Metal Mfg,Massachusetts,2016,World Total,"2,008,043,001"
331 Primary Metal Mfg,Massachusetts,2017,World Total,"1,629,492,098"
331 Primary Metal Mfg,Massachusetts,2018,World Total,"1,461,154,688"
331 Primary Metal Mfg,Michigan,2014,World Total,"3,169,932,162"
331 Primary Metal Mfg,Michigan,2015,World Total,"2,708,669,618"
331 Primary Metal Mfg,Michigan,2016,World Total,"2,927,114,006"
331 Primary Metal Mfg,Michigan,2017,World Total,"3,481,640,108"
331 Primary Metal Mfg,Michigan,2018,World Total,"3,771,399,672"
331 Primary Metal Mfg,Minnesota,2014,World Total,"591,908,648"
331 Primary Metal Mfg,Minnesota,2015,World Total,"515,526,859"
331 Primary Metal Mfg,Minnesota,2016,World Total,"423,519,285"
331 Primary Metal Mfg,Minnesota,2017,World Total,"515,282,751"
331 Primary Metal Mfg,Minnesota,2018,World Total,"525,290,432"
331 Primary Metal Mfg,Mississippi,2014,World Total,"436,133,351"
331 Primary Metal Mfg,Mississippi,2015,World Total,"228,414,487"
331 Primary Metal Mfg,Mississippi,2016,World Total,"290,641,819"
331 Primary Metal Mfg,Mississippi,2017,World Total,"368,406,461"
331 Primary Metal Mfg,Mississippi,2018,World Total,"480,594,352"
331 Primary Metal Mfg,Missouri,2014,World Total,"1,223,163,483"
331 Primary Metal Mfg,Missouri,2015,World Total,"1,103,853,709"
331 Primary Metal Mfg,Missouri,2016,World Total,"1,305,063,648"
331 Primary Metal Mfg,Missouri,2017,World Total,"1,605,254,295"
331 Primary Metal Mfg,Missouri,2018,World Total,"1,495,420,259"
331 Primary Metal Mfg,Montana,2014,World Total,"57,516,745"
331 Primary Metal Mfg,Montana,2015,World Total,"29,165,067"
331 Primary Metal Mfg,Montana,2016,World Total,"22,467,184"
331 Primary Metal Mfg,Montana,2017,World Total,"44,607,848"
331 Primary Metal Mfg,Montana,2018,World Total,"46,239,759"
331 Primary Metal Mfg,Nebraska,2014,World Total,"83,828,226"
331 Primary Metal Mfg,Nebraska,2015,World Total,"85,498,183"
331 Primary Metal Mfg,Nebraska,2016,World Total,"57,643,970"
331 Primary Metal Mfg,Nebraska,2017,World Total,"79,533,421"
331 Primary Metal Mfg,Nebraska,2018,World Total,"89,292,338"
331 Primary Metal Mfg,Nevada,2014,World Total,"45,741,418"
331 Primary Metal Mfg,Nevada,2015,World Total,"95,420,801"
331 Primary Metal Mfg,Nevada,2016,World Total,"64,891,730"
331 Primary Metal Mfg,Nevada,2017,World Total,"56,873,716"
331 Primary Metal Mfg,Nevada,2018,World Total,"138,941,339"
331 Primary Metal Mfg,New Hampshire,2014,World Total,"166,296,515"
331 Primary Metal Mfg,New Hampshire,2015,World Total,"163,074,788"
331 Primary Metal Mfg,New Hampshire,2016,World Total,"162,742,612"
331 Primary Metal Mfg,New Hampshire,2017,World Total,"157,230,274"
331 Primary Metal Mfg,New Hampshire,2018,World Total,"189,817,265"
331 Primary Metal Mfg,New Jersey,2014,World Total,"6,346,546,811"
331 Primary Metal Mfg,New Jersey,2015,World Total,"5,169,760,890"
331 Primary Metal Mfg,New Jersey,2016,World Total,"3,569,313,391"
331 Primary Metal Mfg,New Jersey,2017,World Total,"4,892,639,242"
331 Primary Metal Mfg,New Jersey,2018,World Total,"4,618,826,949"
331 Primary Metal Mfg,New Mexico,2014,World Total,"21,258,123"
331 Primary Metal Mfg,New Mexico,2015,World Total,"37,890,569"
331 Primary Metal Mfg,New Mexico,2016,World Total,"49,189,703"
331 Primary Metal Mfg,New Mexico,2017,World Total,"33,318,878"
331 Primary Metal Mfg,New Mexico,2018,World Total,"51,081,035"
331 Primary Metal Mfg,New York,2014,World Total,"10,549,807,088"
331 Primary Metal Mfg,New York,2015,World Total,"8,843,765,851"
331 Primary Metal Mfg,New York,2016,World Total,"12,299,818,376"
331 Primary Metal Mfg,New York,2017,World Total,"7,779,723,758"
331 Primary Metal Mfg,New York,2018,World Total,"8,732,363,350"
331 Primary Metal Mfg,North Carolina,2014,World Total,"1,014,853,573"
331 Primary Metal Mfg,North Carolina,2015,World Total,"919,904,712"
331 Primary Metal Mfg,North Carolina,2016,World Total,"770,694,765"
331 Primary Metal Mfg,North Carolina,2017,World Total,"808,512,951"
331 Primary Metal Mfg,North Carolina,2018,World Total,"837,254,860"
331 Primary Metal Mfg,North Dakota,2014,World Total,"150,456,133"
331 Primary Metal Mfg,North Dakota,2015,World Total,"196,091,246"
331 Primary Metal Mfg,North Dakota,2016,World Total,"48,219,580"
331 Primary Metal Mfg,North Dakota,2017,World Total,"91,340,531"
331 Primary Metal Mfg,North Dakota,2018,World Total,"139,245,553"
331 Primary Metal Mfg,Ohio,2014,World Total,"4,926,259,446"
331 Primary Metal Mfg,Ohio,2015,World Total,"4,464,342,536"
331 Primary Metal Mfg,Ohio,2016,World Total,"4,173,494,118"
331 Primary Metal Mfg,Ohio,2017,World Total,"5,112,525,808"
331 Primary Metal Mfg,Ohio,2018,World Total,"5,371,663,488"
331 Primary Metal Mfg,Oklahoma,2014,World Total,"503,115,042"
331 Primary Metal Mfg,Oklahoma,2015,World Total,"354,102,764"
331 Primary Metal Mfg,Oklahoma,2016,World Total,"289,711,528"
331 Primary Metal Mfg,Oklahoma,2017,World Total,"362,740,215"
331 Primary Metal Mfg,Oklahoma,2018,World Total,"544,323,588"
331 Primary Metal Mfg,Oregon,2014,World Total,"1,053,009,822"
331 Primary Metal Mfg,Oregon,2015,World Total,"715,370,078"
331 Primary Metal Mfg,Oregon,2016,World Total,"428,142,878"
331 Primary Metal Mfg,Oregon,2017,World Total,"525,508,495"
331 Primary Metal Mfg,Oregon,2018,World Total,"708,434,721"
331 Primary Metal Mfg,Pennsylvania,2014,World Total,"6,205,636,553"
331 Primary Metal Mfg,Pennsylvania,2015,World Total,"4,410,237,957"
331 Primary Metal Mfg,Pennsylvania,2016,World Total,"3,995,845,185"
331 Primary Metal Mfg,Pennsylvania,2017,World Total,"4,792,645,706"
331 Primary Metal Mfg,Pennsylvania,2018,World Total,"5,342,953,342"
331 Primary Metal Mfg,Puerto Rico,2014,World Total,"410,297,154"
331 Primary Metal Mfg,Puerto Rico,2015,World Total,"269,489,155"
331 Primary Metal Mfg,Puerto Rico,2016,World Total,"265,405,312"
331 Primary Metal Mfg,Puerto Rico,2017,World Total,"222,077,630"
331 Primary Metal Mfg,Puerto Rico,2018,World Total,"328,455,231"
331 Primary Metal Mfg,Rhode Island,2014,World Total,"183,281,278"
331 Primary Metal Mfg,Rhode Island,2015,World Total,"136,285,648"
331 Primary Metal Mfg,Rhode Island,2016,World Total,"101,327,150"
331 Primary Metal Mfg,Rhode Island,2017,World Total,"136,224,711"
331 Primary Metal Mfg,Rhode Island,2018,World Total,"176,696,604"
331 Primary Metal Mfg,South Carolina,2014,World Total,"1,209,288,712"
331 Primary Metal Mfg,South Carolina,2015,World Total,"1,083,212,217"
331 Primary Metal Mfg,South Carolina,2016,World Total,"821,031,080"
331 Primary Metal Mfg,South Carolina,2017,World Total,"1,094,535,544"
331 Primary Metal Mfg,South Carolina,2018,World Total,"1,285,794,851"
331 Primary Metal Mfg,South Dakota,2014,World Total,"14,303,136"
331 Primary Metal Mfg,South Dakota,2015,World Total,"114,452,961"
331 Primary Metal Mfg,South Dakota,2016,World Total,"11,073,135"
331 Primary Metal Mfg,South Dakota,2017,World Total,"33,277,109"
331 Primary Metal Mfg,South Dakota,2018,World Total,"33,168,090"
331 Primary Metal Mfg,Tennessee,2014,World Total,"1,661,891,081"
331 Primary Metal Mfg,Tennessee,2015,World Total,"1,645,260,919"
331 Primary Metal Mfg,Tennessee,2016,World Total,"677,322,869"
331 Primary Metal Mfg,Tennessee,2017,World Total,"589,322,444"
331 Primary Metal Mfg,Tennessee,2018,World Total,"808,337,752"
331 Primary Metal Mfg,Texas,2014,World Total,"12,650,674,019"
331 Primary Metal Mfg,Texas,2015,World Total,"9,361,333,875"
331 Primary Metal Mfg,Texas,2016,World Total,"6,195,571,148"
331 Primary Metal Mfg,Texas,2017,World Total,"9,934,232,144"
331 Primary Metal Mfg,Texas,2018,World Total,"11,057,563,369"
331 Primary Metal Mfg,US Virgin Islands,2014,World Total,"1,225,905"
331 Primary Metal Mfg,US Virgin Islands,2015,World Total,"4,182,395"
331 Primary Metal Mfg,US Virgin Islands,2016,World Total,"1,283,578"
331 Primary Metal Mfg,US Virgin Islands,2017,World Total,"3,002,142"
331 Primary Metal Mfg,US Virgin Islands,2018,World Total,"1,518,107"
331 Primary Metal Mfg,Utah,2014,World Total,"3,898,512,323"
331 Primary Metal Mfg,Utah,2015,World Total,"3,543,357,680"
331 Primary Metal Mfg,Utah,2016,World Total,"4,566,254,034"
331 Primary Metal Mfg,Utah,2017,World Total,"5,167,544,299"
331 Primary Metal Mfg,Utah,2018,World Total,"4,797,219,035"
331 Primary Metal Mfg,Vermont,2014,World Total,"14,773,784"
331 Primary Metal Mfg,Vermont,2015,World Total,"16,900,510"
331 Primary Metal Mfg,Vermont,2016,World Total,"20,030,963"
331 Primary Metal Mfg,Vermont,2017,World Total,"19,179,445"
331 Primary Metal Mfg,Vermont,2018,World Total,"18,617,303"
331 Primary Metal Mfg,Virginia,2014,World Total,"454,669,000"
331 Primary Metal Mfg,Virginia,2015,World Total,"531,493,718"
331 Primary Metal Mfg,Virginia,2016,World Total,"477,933,651"
331 Primary Metal Mfg,Virginia,2017,World Total,"598,216,979"
331 Primary Metal Mfg,Virginia,2018,World Total,"641,343,653"
331 Primary Metal Mfg,Washington,2014,World Total,"1,125,402,395"
331 Primary Metal Mfg,Washington,2015,World Total,"1,114,345,784"
331 Primary Metal Mfg,Washington,2016,World Total,"1,104,823,823"
331 Primary Metal Mfg,Washington,2017,World Total,"1,268,442,304"
331 Primary Metal Mfg,Washington,2018,World Total,"1,408,786,228"
331 Primary Metal Mfg,West Virginia,2014,World Total,"341,602,958"
331 Primary Metal Mfg,West Virginia,2015,World Total,"303,112,857"
331 Primary Metal Mfg,West Virginia,2016,World Total,"249,194,289"
331 Primary Metal Mfg,West Virginia,2017,World Total,"263,655,330"
331 Primary Metal Mfg,West Virginia,2018,World Total,"446,078,639"
331 Primary Metal Mfg,Wisconsin,2014,World Total,"557,514,867"
331 Primary Metal Mfg,Wisconsin,2015,World Total,"476,330,426"
331 Primary Metal Mfg,Wisconsin,2016,World Total,"516,968,141"
331 Primary Metal Mfg,Wisconsin,2017,World Total,"610,554,392"
331 Primary Metal Mfg,Wisconsin,2018,World Total,"733,896,702"
331 Primary Metal Mfg,Wyoming,2014,World Total,"8,436,635"
331 Primary Metal Mfg,Wyoming,2015,World Total,"20,560,555"
331 Primary Metal Mfg,Wyoming,2016,World Total,"22,215,529"
331 Primary Metal Mfg,Wyoming,2017,World Total,"21,509,988"
331 Primary Metal Mfg,Wyoming,2018,World Total,"29,869,972"
331 Primary Metal Mfg,Unknown,2014,World Total,"454,812"
331 Primary Metal Mfg,Unknown,2015,World Total,"90,189,466"
331 Primary Metal Mfg,Unknown,2016,World Total,"185,241,789"
331 Primary Metal Mfg,Unknown,2017,World Total,"102,353,168"
331 Primary Metal Mfg,Unknown,2018,World Total,"23,976,502"
"332 Fabricated Metal Products, Nesoi",Alabama,2014,World Total,"1,259,064,050"
"332 Fabricated Metal Products, Nesoi",Alabama,2015,World Total,"1,325,447,667"
"332 Fabricated Metal Products, Nesoi",Alabama,2016,World Total,"1,339,844,616"
"332 Fabricated Metal Products, Nesoi",Alabama,2017,World Total,"1,430,464,682"
"332 Fabricated Metal Products, Nesoi",Alabama,2018,World Total,"1,380,197,008"
"332 Fabricated Metal Products, Nesoi",Alaska,2014,World Total,"51,097,192"
"332 Fabricated Metal Products, Nesoi",Alaska,2015,World Total,"46,604,280"
"332 Fabricated Metal Products, Nesoi",Alaska,2016,World Total,"36,081,042"
"332 Fabricated Metal Products, Nesoi",Alaska,2017,World Total,"34,572,624"
"332 Fabricated Metal Products, Nesoi",Alaska,2018,World Total,"39,769,055"
"332 Fabricated Metal Products, Nesoi",Arizona,2014,World Total,"555,411,782"
"332 Fabricated Metal Products, Nesoi",Arizona,2015,World Total,"539,678,175"
"332 Fabricated Metal Products, Nesoi",Arizona,2016,World Total,"558,801,120"
"332 Fabricated Metal Products, Nesoi",Arizona,2017,World Total,"605,376,481"
"332 Fabricated Metal Products, Nesoi",Arizona,2018,World Total,"727,462,847"
"332 Fabricated Metal Products, Nesoi",Arkansas,2014,World Total,"509,672,857"
"332 Fabricated Metal Products, Nesoi",Arkansas,2015,World Total,"555,201,700"
"332 Fabricated Metal Products, Nesoi",Arkansas,2016,World Total,"550,347,233"
"332 Fabricated Metal Products, Nesoi",Arkansas,2017,World Total,"603,353,170"
"332 Fabricated Metal Products, Nesoi",Arkansas,2018,World Total,"624,554,080"
"332 Fabricated Metal Products, Nesoi",California,2014,World Total,"7,851,205,469"
"332 Fabricated Metal Products, Nesoi",California,2015,World Total,"8,009,384,269"
"332 Fabricated Metal Products, Nesoi",California,2016,World Total,"8,339,355,212"
"332 Fabricated Metal Products, Nesoi",California,2017,World Total,"8,714,807,365"
"332 Fabricated Metal Products, Nesoi",California,2018,World Total,"9,891,756,856"
"332 Fabricated Metal Products, Nesoi",Colorado,2014,World Total,"457,511,674"
"332 Fabricated Metal Products, Nesoi",Colorado,2015,World Total,"422,008,544"
"332 Fabricated Metal Products, Nesoi",Colorado,2016,World Total,"391,334,564"
"332 Fabricated Metal Products, Nesoi",Colorado,2017,World Total,"564,492,356"
"332 Fabricated Metal Products, Nesoi",Colorado,2018,World Total,"485,436,139"
"332 Fabricated Metal Products, Nesoi",Connecticut,2014,World Total,"1,111,272,824"
"332 Fabricated Metal Products, Nesoi",Connecticut,2015,World Total,"1,294,022,290"
"332 Fabricated Metal Products, Nesoi",Connecticut,2016,World Total,"1,073,387,375"
"332 Fabricated Metal Products, Nesoi",Connecticut,2017,World Total,"993,637,529"
"332 Fabricated Metal Products, Nesoi",Connecticut,2018,World Total,"1,069,305,772"
"332 Fabricated Metal Products, Nesoi",Delaware,2014,World Total,"59,547,415"
"332 Fabricated Metal Products, Nesoi",Delaware,2015,World Total,"57,700,756"
"332 Fabricated Metal Products, Nesoi",Delaware,2016,World Total,"72,537,439"
"332 Fabricated Metal Products, Nesoi",Delaware,2017,World Total,"95,057,707"
"332 Fabricated Metal Products, Nesoi",Delaware,2018,World Total,"82,326,881"
"332 Fabricated Metal Products, Nesoi",Dist of Columbia,2014,World Total,"12,113,963"
"332 Fabricated Metal Products, Nesoi",Dist of Columbia,2015,World Total,"9,917,947"
"332 Fabricated Metal Products, Nesoi",Dist of Columbia,2016,World Total,"13,934,100"
"332 Fabricated Metal Products, Nesoi",Dist of Columbia,2017,World Total,"35,280,939"
"332 Fabricated Metal Products, Nesoi",Dist of Columbia,2018,World Total,"23,128,011"
"332 Fabricated Metal Products, Nesoi",Florida,2014,World Total,"1,542,455,432"
"332 Fabricated Metal Products, Nesoi",Florida,2015,World Total,"1,636,040,177"
"332 Fabricated Metal Products, Nesoi",Florida,2016,World Total,"1,796,315,203"
"332 Fabricated Metal Products, Nesoi",Florida,2017,World Total,"1,967,953,329"
"332 Fabricated Metal Products, Nesoi",Florida,2018,World Total,"2,126,650,019"
"332 Fabricated Metal Products, Nesoi",Georgia,2014,World Total,"2,711,893,924"
"332 Fabricated Metal Products, Nesoi",Georgia,2015,World Total,"2,824,264,268"
"332 Fabricated Metal Products, Nesoi",Georgia,2016,World Total,"2,813,192,359"
"332 Fabricated Metal Products, Nesoi",Georgia,2017,World Total,"2,957,631,036"
"332 Fabricated Metal Products, Nesoi",Georgia,2018,World Total,"3,091,108,864"
"332 Fabricated Metal Products, Nesoi",Hawaii,2014,World Total,"31,471,071"
"332 Fabricated Metal Products, Nesoi",Hawaii,2015,World Total,"54,443,514"
"332 Fabricated Metal Products, Nesoi",Hawaii,2016,World Total,"56,237,900"
"332 Fabricated Metal Products, Nesoi",Hawaii,2017,World Total,"40,389,955"
"332 Fabricated Metal Products, Nesoi",Hawaii,2018,World Total,"34,960,649"
"332 Fabricated Metal Products, Nesoi",Idaho,2014,World Total,"46,639,978"
"332 Fabricated Metal Products, Nesoi",Idaho,2015,World Total,"45,729,952"
"332 Fabricated Metal Products, Nesoi",Idaho,2016,World Total,"75,762,617"
"332 Fabricated Metal Products, Nesoi",Idaho,2017,World Total,"53,525,627"
"332 Fabricated Metal Products, Nesoi",Idaho,2018,World Total,"62,923,662"
"332 Fabricated Metal Products, Nesoi",Illinois,2014,World Total,"4,628,236,661"
"332 Fabricated Metal Products, Nesoi",Illinois,2015,World Total,"4,557,847,764"
"332 Fabricated Metal Products, Nesoi",Illinois,2016,World Total,"4,370,787,060"
"332 Fabricated Metal Products, Nesoi",Illinois,2017,World Total,"4,518,566,641"
"332 Fabricated Metal Products, Nesoi",Illinois,2018,World Total,"5,028,267,928"
