"commodity","state","time","country","total_exports_value"
"326 Plastics & Rubber Products","Michigan","2014","World Total","1,434,327,739"
"326 Plastics & Rubber Products","Michigan","2015","World Total","1,310,679,059"
"326 Plastics & Rubber Products","Michigan","2016","World Total","1,347,626,346"
"326 Plastics & Rubber Products","Michigan","2017","World Total","1,371,356,200"
"326 Plastics & Rubber Products","Michigan","2018","World Total","1,382,117,205"
"326 Plastics & Rubber Products","Minnesota","2014","World Total","680,808,604"
"326 Plastics & Rubber Products","Minnesota","2015","World Total","631,280,314"
"326 Plastics & Rubber Products","Minnesota","2016","World Total","640,898,800"
"326 Plastics & Rubber Products","Minnesota","2017","World Total","728,105,605"
"326 Plastics & Rubber Products","Minnesota","2018","World Total","772,747,135"
"326 Plastics & Rubber Products","Mississippi","2014","World Total","65,986,053"
"326 Plastics & Rubber Products","Mississippi","2015","World Total","66,444,776"
"326 Plastics & Rubber Products","Mississippi","2016","World Total","75,403,592"
"326 Plastics & Rubber Products","Mississippi","2017","World Total","80,942,477"
"326 Plastics & Rubber Products","Mississippi","2018","World Total","104,719,122"
"326 Plastics & Rubber Products","Missouri","2014","World Total","303,792,889"
"326 Plastics & Rubber Products","Missouri","2015","World Total","347,269,882"
"326 Plastics & Rubber Products","Missouri","2016","World Total","319,762,071"
"326 Plastics & Rubber Products","Missouri","2017","World Total","351,901,086"
"326 Plastics & Rubber Products","Missouri","2018","World Total","363,005,447"
"326 Plastics & Rubber Products","Montana","2014","World Total","30,737,551"
"326 Plastics & Rubber Products","Montana","2015","World Total","5,056,369"
"326 Plastics & Rubber Products","Montana","2016","World Total","5,923,579"
"326 Plastics & Rubber Products","Montana","2017","World Total","7,728,474"
"326 Plastics & Rubber Products","Montana","2018","World Total","6,693,960"
"326 Plastics & Rubber Products","Nebraska","2014","World Total","68,924,704"
"326 Plastics & Rubber Products","Nebraska","2015","World Total","64,560,282"
"326 Plastics & Rubber Products","Nebraska","2016","World Total","77,058,152"
"326 Plastics & Rubber Products","Nebraska","2017","World Total","91,704,637"
"326 Plastics & Rubber Products","Nebraska","2018","World Total","90,956,040"
"326 Plastics & Rubber Products","Nevada","2014","World Total","82,858,437"
"326 Plastics & Rubber Products","Nevada","2015","World Total","78,508,841"
"326 Plastics & Rubber Products","Nevada","2016","World Total","84,870,552"
"326 Plastics & Rubber Products","Nevada","2017","World Total","87,613,988"
"326 Plastics & Rubber Products","Nevada","2018","World Total","99,370,242"
"326 Plastics & Rubber Products","New Hampshire","2014","World Total","134,744,635"
"326 Plastics & Rubber Products","New Hampshire","2015","World Total","147,906,070"
"326 Plastics & Rubber Products","New Hampshire","2016","World Total","156,143,496"
"326 Plastics & Rubber Products","New Hampshire","2017","World Total","121,875,727"
"326 Plastics & Rubber Products","New Hampshire","2018","World Total","131,234,686"
"326 Plastics & Rubber Products","New Jersey","2014","World Total","748,803,909"
"326 Plastics & Rubber Products","New Jersey","2015","World Total","690,239,228"
"326 Plastics & Rubber Products","New Jersey","2016","World Total","669,809,080"
"326 Plastics & Rubber Products","New Jersey","2017","World Total","720,930,793"
"326 Plastics & Rubber Products","New Jersey","2018","World Total","714,555,149"
"326 Plastics & Rubber Products","New Mexico","2014","World Total","89,317,206"
"326 Plastics & Rubber Products","New Mexico","2015","World Total","91,438,055"
"326 Plastics & Rubber Products","New Mexico","2016","World Total","87,387,919"
"326 Plastics & Rubber Products","New Mexico","2017","World Total","91,331,693"
"326 Plastics & Rubber Products","New Mexico","2018","World Total","105,134,912"
"326 Plastics & Rubber Products","New York","2014","World Total","887,082,989"
"326 Plastics & Rubber Products","New York","2015","World Total","835,063,424"
"326 Plastics & Rubber Products","New York","2016","World Total","846,004,212"
"326 Plastics & Rubber Products","New York","2017","World Total","858,548,378"
"326 Plastics & Rubber Products","New York","2018","World Total","888,177,033"
"326 Plastics & Rubber Products","North Carolina","2014","World Total","1,053,288,297"
"326 Plastics & Rubber Products","North Carolina","2015","World Total","941,054,990"
"326 Plastics & Rubber Products","North Carolina","2016","World Total","908,609,512"
"326 Plastics & Rubber Products","North Carolina","2017","World Total","1,051,208,037"
"326 Plastics & Rubber Products","North Carolina","2018","World Total","1,167,976,074"
"326 Plastics & Rubber Products","North Dakota","2014","World Total","45,473,284"
"326 Plastics & Rubber Products","North Dakota","2015","World Total","45,040,677"
"326 Plastics & Rubber Products","North Dakota","2016","World Total","43,633,107"
"326 Plastics & Rubber Products","North Dakota","2017","World Total","50,375,892"
"326 Plastics & Rubber Products","North Dakota","2018","World Total","50,524,902"
"326 Plastics & Rubber Products","Ohio","2014","World Total","2,489,599,315"
"326 Plastics & Rubber Products","Ohio","2015","World Total","2,662,809,614"
"326 Plastics & Rubber Products","Ohio","2016","World Total","2,379,565,287"
"326 Plastics & Rubber Products","Ohio","2017","World Total","2,449,311,549"
"326 Plastics & Rubber Products","Ohio","2018","World Total","2,422,202,352"
"326 Plastics & Rubber Products","Oklahoma","2014","World Total","219,849,755"
"326 Plastics & Rubber Products","Oklahoma","2015","World Total","207,089,588"
"326 Plastics & Rubber Products","Oklahoma","2016","World Total","177,811,298"
"326 Plastics & Rubber Products","Oklahoma","2017","World Total","137,080,539"
"326 Plastics & Rubber Products","Oklahoma","2018","World Total","147,518,243"
"326 Plastics & Rubber Products","Oregon","2014","World Total","219,483,463"
"326 Plastics & Rubber Products","Oregon","2015","World Total","197,613,342"
"326 Plastics & Rubber Products","Oregon","2016","World Total","186,106,519"
"326 Plastics & Rubber Products","Oregon","2017","World Total","170,680,720"
"326 Plastics & Rubber Products","Oregon","2018","World Total","196,490,765"
"326 Plastics & Rubber Products","Pennsylvania","2014","World Total","1,589,477,672"
"326 Plastics & Rubber Products","Pennsylvania","2015","World Total","1,566,931,356"
"326 Plastics & Rubber Products","Pennsylvania","2016","World Total","1,534,767,113"
"326 Plastics & Rubber Products","Pennsylvania","2017","World Total","1,568,724,991"
"326 Plastics & Rubber Products","Pennsylvania","2018","World Total","1,595,279,046"
"326 Plastics & Rubber Products","Puerto Rico","2014","World Total","98,949,615"
"326 Plastics & Rubber Products","Puerto Rico","2015","World Total","77,893,607"
"326 Plastics & Rubber Products","Puerto Rico","2016","World Total","87,340,086"
"326 Plastics & Rubber Products","Puerto Rico","2017","World Total","87,313,038"
"326 Plastics & Rubber Products","Puerto Rico","2018","World Total","99,646,339"
"326 Plastics & Rubber Products","Rhode Island","2014","World Total","94,334,103"
"326 Plastics & Rubber Products","Rhode Island","2015","World Total","99,084,308"
"326 Plastics & Rubber Products","Rhode Island","2016","World Total","86,364,002"
"326 Plastics & Rubber Products","Rhode Island","2017","World Total","87,296,134"
"326 Plastics & Rubber Products","Rhode Island","2018","World Total","82,055,713"
"326 Plastics & Rubber Products","South Carolina","2014","World Total","2,546,611,025"
"326 Plastics & Rubber Products","South Carolina","2015","World Total","2,358,464,065"
"326 Plastics & Rubber Products","South Carolina","2016","World Total","2,163,527,169"
"326 Plastics & Rubber Products","South Carolina","2017","World Total","2,214,993,505"
"326 Plastics & Rubber Products","South Carolina","2018","World Total","2,372,284,037"
"326 Plastics & Rubber Products","South Dakota","2014","World Total","35,971,435"
"326 Plastics & Rubber Products","South Dakota","2015","World Total","28,281,676"
"326 Plastics & Rubber Products","South Dakota","2016","World Total","28,050,376"
"326 Plastics & Rubber Products","South Dakota","2017","World Total","39,885,341"
"326 Plastics & Rubber Products","South Dakota","2018","World Total","52,167,253"
"326 Plastics & Rubber Products","Tennessee","2014","World Total","751,183,475"
"326 Plastics & Rubber Products","Tennessee","2015","World Total","676,154,333"
"326 Plastics & Rubber Products","Tennessee","2016","World Total","713,199,303"
"326 Plastics & Rubber Products","Tennessee","2017","World Total","772,267,805"
"326 Plastics & Rubber Products","Tennessee","2018","World Total","755,059,755"
"326 Plastics & Rubber Products","Texas","2014","World Total","5,039,198,212"
"326 Plastics & Rubber Products","Texas","2015","World Total","5,054,834,553"
"326 Plastics & Rubber Products","Texas","2016","World Total","4,773,706,237"
"326 Plastics & Rubber Products","Texas","2017","World Total","4,886,458,779"
"326 Plastics & Rubber Products","Texas","2018","World Total","5,533,040,322"
"326 Plastics & Rubber Products","US Virgin Islands","2014","World Total","147,673"
"326 Plastics & Rubber Products","US Virgin Islands","2015","World Total","624,651"
"326 Plastics & Rubber Products","US Virgin Islands","2016","World Total","258,328"
"326 Plastics & Rubber Products","US Virgin Islands","2017","World Total","244,955"
"326 Plastics & Rubber Products","US Virgin Islands","2018","World Total","20,347"
"326 Plastics & Rubber Products","Utah","2014","World Total","191,286,174"
"326 Plastics & Rubber Products","Utah","2015","World Total","178,026,648"
"326 Plastics & Rubber Products","Utah","2016","World Total","161,888,468"
"326 Plastics & Rubber Products","Utah","2017","World Total","175,605,070"
"326 Plastics & Rubber Products","Utah","2018","World Total","205,760,032"
"326 Plastics & Rubber Products","Vermont","2014","World Total","54,859,602"
"326 Plastics & Rubber Products","Vermont","2015","World Total","48,253,931"
"326 Plastics & Rubber Products","Vermont","2016","World Total","52,933,774"
"326 Plastics & Rubber Products","Vermont","2017","World Total","55,677,514"
"326 Plastics & Rubber Products","Vermont","2018","World Total","59,141,521"
"326 Plastics & Rubber Products","Virginia","2014","World Total","501,327,099"
"326 Plastics & Rubber Products","Virginia","2015","World Total","488,078,391"
"326 Plastics & Rubber Products","Virginia","2016","World Total","492,146,421"
"326 Plastics & Rubber Products","Virginia","2017","World Total","502,831,782"
"326 Plastics & Rubber Products","Virginia","2018","World Total","547,030,391"
"326 Plastics & Rubber Products","Washington","2014","World Total","386,375,359"
"326 Plastics & Rubber Products","Washington","2015","World Total","394,768,635"
"326 Plastics & Rubber Products","Washington","2016","World Total","372,797,667"
"326 Plastics & Rubber Products","Washington","2017","World Total","381,477,316"
"326 Plastics & Rubber Products","Washington","2018","World Total","422,789,429"
"326 Plastics & Rubber Products","West Virginia","2014","World Total","74,211,041"
"326 Plastics & Rubber Products","West Virginia","2015","World Total","65,322,335"
"326 Plastics & Rubber Products","West Virginia","2016","World Total","71,112,907"
"326 Plastics & Rubber Products","West Virginia","2017","World Total","65,581,998"
"326 Plastics & Rubber Products","West Virginia","2018","World Total","66,304,835"
"326 Plastics & Rubber Products","Wisconsin","2014","World Total","928,412,922"
"326 Plastics & Rubber Products","Wisconsin","2015","World Total","924,691,408"
"326 Plastics & Rubber Products","Wisconsin","2016","World Total","921,806,472"
"326 Plastics & Rubber Products","Wisconsin","2017","World Total","923,956,875"
"326 Plastics & Rubber Products","Wisconsin","2018","World Total","1,013,090,037"
"326 Plastics & Rubber Products","Wyoming","2014","World Total","3,718,339"
"326 Plastics & Rubber Products","Wyoming","2015","World Total","5,263,034"
"326 Plastics & Rubber Products","Wyoming","2016","World Total","4,541,564"
"326 Plastics & Rubber Products","Wyoming","2017","World Total","2,570,483"
"326 Plastics & Rubber Products","Wyoming","2018","World Total","2,448,741"
"326 Plastics & Rubber Products","Unknown","2014","World Total","1,227,919,626"
"326 Plastics & Rubber Products","Unknown","2015","World Total","1,239,809,274"
"326 Plastics & Rubber Products","Unknown","2016","World Total","1,345,595,306"
"326 Plastics & Rubber Products","Unknown","2017","World Total","1,416,619,110"
"326 Plastics & Rubber Products","Unknown","2018","World Total","1,411,968,797"
"327 Nonmetallic Mineral Products","Alabama","2014","World Total","99,282,911"
"327 Nonmetallic Mineral Products","Alabama","2015","World Total","96,200,802"
"327 Nonmetallic Mineral Products","Alabama","2016","World Total","84,988,761"
"327 Nonmetallic Mineral Products","Alabama","2017","World Total","84,034,883"
"327 Nonmetallic Mineral Products","Alabama","2018","World Total","80,692,573"
"327 Nonmetallic Mineral Products","Alaska","2014","World Total","173,604"
"327 Nonmetallic Mineral Products","Alaska","2015","World Total","6,042,441"
"327 Nonmetallic Mineral Products","Alaska","2016","World Total","204,513"
"327 Nonmetallic Mineral Products","Alaska","2017","World Total","136,936"
"327 Nonmetallic Mineral Products","Alaska","2018","World Total","660,099"
"327 Nonmetallic Mineral Products","Arizona","2014","World Total","68,485,944"
"327 Nonmetallic Mineral Products","Arizona","2015","World Total","90,835,807"
"327 Nonmetallic Mineral Products","Arizona","2016","World Total","76,198,112"
"327 Nonmetallic Mineral Products","Arizona","2017","World Total","79,406,422"
"327 Nonmetallic Mineral Products","Arizona","2018","World Total","107,050,831"
"327 Nonmetallic Mineral Products","Arkansas","2014","World Total","42,140,480"
"327 Nonmetallic Mineral Products","Arkansas","2015","World Total","36,130,588"
"327 Nonmetallic Mineral Products","Arkansas","2016","World Total","20,269,156"
"327 Nonmetallic Mineral Products","Arkansas","2017","World Total","23,241,488"
"327 Nonmetallic Mineral Products","Arkansas","2018","World Total","35,242,463"
"327 Nonmetallic Mineral Products","California","2014","World Total","903,468,760"
"327 Nonmetallic Mineral Products","California","2015","World Total","889,918,519"
"327 Nonmetallic Mineral Products","California","2016","World Total","926,333,703"
"327 Nonmetallic Mineral Products","California","2017","World Total","1,088,414,366"
"327 Nonmetallic Mineral Products","California","2018","World Total","1,193,996,492"
"327 Nonmetallic Mineral Products","Colorado","2014","World Total","92,237,537"
"327 Nonmetallic Mineral Products","Colorado","2015","World Total","92,553,223"
"327 Nonmetallic Mineral Products","Colorado","2016","World Total","95,714,681"
"327 Nonmetallic Mineral Products","Colorado","2017","World Total","159,085,317"
"327 Nonmetallic Mineral Products","Colorado","2018","World Total","129,376,309"
"327 Nonmetallic Mineral Products","Connecticut","2014","World Total","118,416,320"
"327 Nonmetallic Mineral Products","Connecticut","2015","World Total","116,936,688"
"327 Nonmetallic Mineral Products","Connecticut","2016","World Total","115,386,579"
"327 Nonmetallic Mineral Products","Connecticut","2017","World Total","153,170,077"
"327 Nonmetallic Mineral Products","Connecticut","2018","World Total","163,892,876"
"327 Nonmetallic Mineral Products","Delaware","2014","World Total","23,433,648"
"327 Nonmetallic Mineral Products","Delaware","2015","World Total","23,071,646"
"327 Nonmetallic Mineral Products","Delaware","2016","World Total","21,529,574"
"327 Nonmetallic Mineral Products","Delaware","2017","World Total","20,854,325"
"327 Nonmetallic Mineral Products","Delaware","2018","World Total","14,588,362"
"327 Nonmetallic Mineral Products","Dist of Columbia","2014","World Total","426,383"
"327 Nonmetallic Mineral Products","Dist of Columbia","2015","World Total","291,931"
"327 Nonmetallic Mineral Products","Dist of Columbia","2016","World Total","148,233"
"327 Nonmetallic Mineral Products","Dist of Columbia","2017","World Total","147,797"
"327 Nonmetallic Mineral Products","Dist of Columbia","2018","World Total","590,817"
"327 Nonmetallic Mineral Products","Florida","2014","World Total","353,383,424"
"327 Nonmetallic Mineral Products","Florida","2015","World Total","355,525,097"
"327 Nonmetallic Mineral Products","Florida","2016","World Total","297,161,767"
"327 Nonmetallic Mineral Products","Florida","2017","World Total","296,411,471"
"327 Nonmetallic Mineral Products","Florida","2018","World Total","329,927,236"
"327 Nonmetallic Mineral Products","Georgia","2014","World Total","456,892,917"
"327 Nonmetallic Mineral Products","Georgia","2015","World Total","409,136,102"
"327 Nonmetallic Mineral Products","Georgia","2016","World Total","415,063,499"
"327 Nonmetallic Mineral Products","Georgia","2017","World Total","461,583,959"
"327 Nonmetallic Mineral Products","Georgia","2018","World Total","530,678,961"
"327 Nonmetallic Mineral Products","Hawaii","2014","World Total","504,766"
"327 Nonmetallic Mineral Products","Hawaii","2015","World Total","533,469"
"327 Nonmetallic Mineral Products","Hawaii","2016","World Total","412,132"
"327 Nonmetallic Mineral Products","Hawaii","2017","World Total","438,204"
"327 Nonmetallic Mineral Products","Hawaii","2018","World Total","205,727"
"327 Nonmetallic Mineral Products","Idaho","2014","World Total","6,762,453"
"327 Nonmetallic Mineral Products","Idaho","2015","World Total","8,246,388"
"327 Nonmetallic Mineral Products","Idaho","2016","World Total","9,466,075"
"327 Nonmetallic Mineral Products","Idaho","2017","World Total","11,463,590"
"327 Nonmetallic Mineral Products","Idaho","2018","World Total","6,375,825"
"327 Nonmetallic Mineral Products","Illinois","2014","World Total","602,057,819"
"327 Nonmetallic Mineral Products","Illinois","2015","World Total","621,389,433"
"327 Nonmetallic Mineral Products","Illinois","2016","World Total","651,902,829"
"327 Nonmetallic Mineral Products","Illinois","2017","World Total","674,029,979"
"327 Nonmetallic Mineral Products","Illinois","2018","World Total","612,606,994"
"327 Nonmetallic Mineral Products","Indiana","2014","World Total","309,344,996"
"327 Nonmetallic Mineral Products","Indiana","2015","World Total","306,894,262"
"327 Nonmetallic Mineral Products","Indiana","2016","World Total","272,219,322"
"327 Nonmetallic Mineral Products","Indiana","2017","World Total","262,532,676"
"327 Nonmetallic Mineral Products","Indiana","2018","World Total","276,138,692"
"327 Nonmetallic Mineral Products","Iowa","2014","World Total","36,840,798"
"327 Nonmetallic Mineral Products","Iowa","2015","World Total","40,512,451"
"327 Nonmetallic Mineral Products","Iowa","2016","World Total","41,783,634"
"327 Nonmetallic Mineral Products","Iowa","2017","World Total","37,817,558"
"327 Nonmetallic Mineral Products","Iowa","2018","World Total","32,669,198"
"327 Nonmetallic Mineral Products","Kansas","2014","World Total","48,724,989"
"327 Nonmetallic Mineral Products","Kansas","2015","World Total","44,475,566"
"327 Nonmetallic Mineral Products","Kansas","2016","World Total","31,540,048"
"327 Nonmetallic Mineral Products","Kansas","2017","World Total","34,784,533"
"327 Nonmetallic Mineral Products","Kansas","2018","World Total","32,200,788"
"327 Nonmetallic Mineral Products","Kentucky","2014","World Total","439,952,145"
"327 Nonmetallic Mineral Products","Kentucky","2015","World Total","429,618,089"
"327 Nonmetallic Mineral Products","Kentucky","2016","World Total","474,314,801"
"327 Nonmetallic Mineral Products","Kentucky","2017","World Total","289,839,178"
"327 Nonmetallic Mineral Products","Kentucky","2018","World Total","181,854,943"
"327 Nonmetallic Mineral Products","Louisiana","2014","World Total","53,149,603"
"327 Nonmetallic Mineral Products","Louisiana","2015","World Total","57,218,242"
"327 Nonmetallic Mineral Products","Louisiana","2016","World Total","28,736,980"
"327 Nonmetallic Mineral Products","Louisiana","2017","World Total","20,851,216"
"327 Nonmetallic Mineral Products","Louisiana","2018","World Total","26,863,136"
"327 Nonmetallic Mineral Products","Maine","2014","World Total","7,766,766"
"327 Nonmetallic Mineral Products","Maine","2015","World Total","8,070,536"
"327 Nonmetallic Mineral Products","Maine","2016","World Total","5,390,009"
"327 Nonmetallic Mineral Products","Maine","2017","World Total","4,180,297"
"327 Nonmetallic Mineral Products","Maine","2018","World Total","2,713,947"
"327 Nonmetallic Mineral Products","Maryland","2014","World Total","53,228,796"
"327 Nonmetallic Mineral Products","Maryland","2015","World Total","54,728,856"
"327 Nonmetallic Mineral Products","Maryland","2016","World Total","58,283,680"
"327 Nonmetallic Mineral Products","Maryland","2017","World Total","60,721,504"
"327 Nonmetallic Mineral Products","Maryland","2018","World Total","71,035,739"
"327 Nonmetallic Mineral Products","Massachusetts","2014","World Total","206,347,805"
"327 Nonmetallic Mineral Products","Massachusetts","2015","World Total","211,287,256"
"327 Nonmetallic Mineral Products","Massachusetts","2016","World Total","223,240,614"
"327 Nonmetallic Mineral Products","Massachusetts","2017","World Total","290,330,505"
"327 Nonmetallic Mineral Products","Massachusetts","2018","World Total","300,502,858"
"327 Nonmetallic Mineral Products","Michigan","2014","World Total","1,137,616,985"
"327 Nonmetallic Mineral Products","Michigan","2015","World Total","1,215,015,449"
"327 Nonmetallic Mineral Products","Michigan","2016","World Total","1,271,547,071"
"327 Nonmetallic Mineral Products","Michigan","2017","World Total","1,458,895,461"
"327 Nonmetallic Mineral Products","Michigan","2018","World Total","1,440,121,923"
"327 Nonmetallic Mineral Products","Minnesota","2014","World Total","371,018,913"
"327 Nonmetallic Mineral Products","Minnesota","2015","World Total","388,355,328"
"327 Nonmetallic Mineral Products","Minnesota","2016","World Total","407,138,663"
"327 Nonmetallic Mineral Products","Minnesota","2017","World Total","450,785,941"
"327 Nonmetallic Mineral Products","Minnesota","2018","World Total","523,124,109"
"327 Nonmetallic Mineral Products","Mississippi","2014","World Total","41,352,503"
"327 Nonmetallic Mineral Products","Mississippi","2015","World Total","42,931,510"
"327 Nonmetallic Mineral Products","Mississippi","2016","World Total","35,091,387"
"327 Nonmetallic Mineral Products","Mississippi","2017","World Total","41,102,946"
"327 Nonmetallic Mineral Products","Mississippi","2018","World Total","50,697,924"
"327 Nonmetallic Mineral Products","Missouri","2014","World Total","100,785,697"
"327 Nonmetallic Mineral Products","Missouri","2015","World Total","91,917,990"
"327 Nonmetallic Mineral Products","Missouri","2016","World Total","97,140,688"
"327 Nonmetallic Mineral Products","Missouri","2017","World Total","81,954,320"
"327 Nonmetallic Mineral Products","Missouri","2018","World Total","98,037,431"
"327 Nonmetallic Mineral Products","Montana","2014","World Total","84,970,862"
"327 Nonmetallic Mineral Products","Montana","2015","World Total","85,408,396"
"327 Nonmetallic Mineral Products","Montana","2016","World Total","79,771,048"
"327 Nonmetallic Mineral Products","Montana","2017","World Total","81,047,525"
"327 Nonmetallic Mineral Products","Montana","2018","World Total","71,356,037"
"327 Nonmetallic Mineral Products","Nebraska","2014","World Total","10,029,660"
"327 Nonmetallic Mineral Products","Nebraska","2015","World Total","10,144,236"
"327 Nonmetallic Mineral Products","Nebraska","2016","World Total","8,278,861"
"327 Nonmetallic Mineral Products","Nebraska","2017","World Total","9,232,041"
"327 Nonmetallic Mineral Products","Nebraska","2018","World Total","9,425,052"
"327 Nonmetallic Mineral Products","Nevada","2014","World Total","41,545,316"
"327 Nonmetallic Mineral Products","Nevada","2015","World Total","39,574,487"
"327 Nonmetallic Mineral Products","Nevada","2016","World Total","34,718,620"
"327 Nonmetallic Mineral Products","Nevada","2017","World Total","39,196,894"
"327 Nonmetallic Mineral Products","Nevada","2018","World Total","39,060,244"
"327 Nonmetallic Mineral Products","New Hampshire","2014","World Total","47,583,521"
"327 Nonmetallic Mineral Products","New Hampshire","2015","World Total","36,954,791"
"327 Nonmetallic Mineral Products","New Hampshire","2016","World Total","41,014,112"
"327 Nonmetallic Mineral Products","New Hampshire","2017","World Total","49,764,927"
"327 Nonmetallic Mineral Products","New Hampshire","2018","World Total","49,403,113"
"327 Nonmetallic Mineral Products","New Jersey","2014","World Total","342,486,130"
"327 Nonmetallic Mineral Products","New Jersey","2015","World Total","310,077,744"
"327 Nonmetallic Mineral Products","New Jersey","2016","World Total","303,169,210"
"327 Nonmetallic Mineral Products","New Jersey","2017","World Total","273,664,554"
"327 Nonmetallic Mineral Products","New Jersey","2018","World Total","311,720,864"
"327 Nonmetallic Mineral Products","New Mexico","2014","World Total","6,569,931"
"327 Nonmetallic Mineral Products","New Mexico","2015","World Total","7,274,033"
"327 Nonmetallic Mineral Products","New Mexico","2016","World Total","5,526,063"
"327 Nonmetallic Mineral Products","New Mexico","2017","World Total","5,353,008"
"327 Nonmetallic Mineral Products","New Mexico","2018","World Total","5,807,313"
"327 Nonmetallic Mineral Products","New York","2014","World Total","781,875,694"
"327 Nonmetallic Mineral Products","New York","2015","World Total","666,412,318"
"327 Nonmetallic Mineral Products","New York","2016","World Total","663,284,677"
"327 Nonmetallic Mineral Products","New York","2017","World Total","810,290,130"
"327 Nonmetallic Mineral Products","New York","2018","World Total","815,867,401"
"327 Nonmetallic Mineral Products","North Carolina","2014","World Total","664,838,132"
"327 Nonmetallic Mineral Products","North Carolina","2015","World Total","636,692,265"
"327 Nonmetallic Mineral Products","North Carolina","2016","World Total","657,727,059"
"327 Nonmetallic Mineral Products","North Carolina","2017","World Total","713,968,265"
"327 Nonmetallic Mineral Products","North Carolina","2018","World Total","716,380,594"
"327 Nonmetallic Mineral Products","North Dakota","2014","World Total","19,191,820"
"327 Nonmetallic Mineral Products","North Dakota","2015","World Total","13,920,597"
"327 Nonmetallic Mineral Products","North Dakota","2016","World Total","19,097,312"
"327 Nonmetallic Mineral Products","North Dakota","2017","World Total","15,314,705"
"327 Nonmetallic Mineral Products","North Dakota","2018","World Total","15,906,992"
"327 Nonmetallic Mineral Products","Ohio","2014","World Total","781,266,980"
"327 Nonmetallic Mineral Products","Ohio","2015","World Total","690,113,111"
"327 Nonmetallic Mineral Products","Ohio","2016","World Total","727,793,792"
"327 Nonmetallic Mineral Products","Ohio","2017","World Total","794,520,545"
"327 Nonmetallic Mineral Products","Ohio","2018","World Total","805,350,784"
"327 Nonmetallic Mineral Products","Oklahoma","2014","World Total","43,510,359"
"327 Nonmetallic Mineral Products","Oklahoma","2015","World Total","38,577,223"
"327 Nonmetallic Mineral Products","Oklahoma","2016","World Total","31,461,082"
"327 Nonmetallic Mineral Products","Oklahoma","2017","World Total","32,214,373"
"327 Nonmetallic Mineral Products","Oklahoma","2018","World Total","31,355,005"
"327 Nonmetallic Mineral Products","Oregon","2014","World Total","192,771,817"
"327 Nonmetallic Mineral Products","Oregon","2015","World Total","196,023,368"
"327 Nonmetallic Mineral Products","Oregon","2016","World Total","172,796,148"
"327 Nonmetallic Mineral Products","Oregon","2017","World Total","180,011,453"
"327 Nonmetallic Mineral Products","Oregon","2018","World Total","168,874,702"
"327 Nonmetallic Mineral Products","Pennsylvania","2014","World Total","797,570,980"
"327 Nonmetallic Mineral Products","Pennsylvania","2015","World Total","757,150,468"
"327 Nonmetallic Mineral Products","Pennsylvania","2016","World Total","650,187,227"
"327 Nonmetallic Mineral Products","Pennsylvania","2017","World Total","611,256,925"
"327 Nonmetallic Mineral Products","Pennsylvania","2018","World Total","620,084,113"
"327 Nonmetallic Mineral Products","Puerto Rico","2014","World Total","16,079,278"
"327 Nonmetallic Mineral Products","Puerto Rico","2015","World Total","19,282,805"
"327 Nonmetallic Mineral Products","Puerto Rico","2016","World Total","19,101,099"
"327 Nonmetallic Mineral Products","Puerto Rico","2017","World Total","15,051,115"
"327 Nonmetallic Mineral Products","Puerto Rico","2018","World Total","11,245,657"
"327 Nonmetallic Mineral Products","Rhode Island","2014","World Total","21,660,707"
"327 Nonmetallic Mineral Products","Rhode Island","2015","World Total","24,238,564"
"327 Nonmetallic Mineral Products","Rhode Island","2016","World Total","24,279,228"
"327 Nonmetallic Mineral Products","Rhode Island","2017","World Total","23,674,232"
"327 Nonmetallic Mineral Products","Rhode Island","2018","World Total","22,531,903"
"327 Nonmetallic Mineral Products","South Carolina","2014","World Total","177,334,951"
"327 Nonmetallic Mineral Products","South Carolina","2015","World Total","187,731,066"
"327 Nonmetallic Mineral Products","South Carolina","2016","World Total","171,347,543"
"327 Nonmetallic Mineral Products","South Carolina","2017","World Total","199,034,051"
"327 Nonmetallic Mineral Products","South Carolina","2018","World Total","213,967,019"
"327 Nonmetallic Mineral Products","South Dakota","2014","World Total","4,617,387"
"327 Nonmetallic Mineral Products","South Dakota","2015","World Total","3,313,844"
"327 Nonmetallic Mineral Products","South Dakota","2016","World Total","2,748,369"
"327 Nonmetallic Mineral Products","South Dakota","2017","World Total","3,741,917"
"327 Nonmetallic Mineral Products","South Dakota","2018","World Total","3,911,206"
"327 Nonmetallic Mineral Products","Tennessee","2014","World Total","179,848,050"
"327 Nonmetallic Mineral Products","Tennessee","2015","World Total","187,565,356"
"327 Nonmetallic Mineral Products","Tennessee","2016","World Total","200,513,819"
"327 Nonmetallic Mineral Products","Tennessee","2017","World Total","213,971,567"
"327 Nonmetallic Mineral Products","Tennessee","2018","World Total","212,318,985"
"327 Nonmetallic Mineral Products","Texas","2014","World Total","856,295,044"
"327 Nonmetallic Mineral Products","Texas","2015","World Total","799,759,525"
"327 Nonmetallic Mineral Products","Texas","2016","World Total","765,642,779"
"327 Nonmetallic Mineral Products","Texas","2017","World Total","692,375,931"
"327 Nonmetallic Mineral Products","Texas","2018","World Total","794,937,701"
"327 Nonmetallic Mineral Products","US Virgin Islands","2014","World Total","19,606"
"327 Nonmetallic Mineral Products","US Virgin Islands","2015","World Total","30,600"
"327 Nonmetallic Mineral Products","US Virgin Islands","2016","World Total","67,598"
"327 Nonmetallic Mineral Products","US Virgin Islands","2017","World Total","592,915"
